company,ticker,cik,latest_exit_date,deal_type,hq_location,founding_date,source,confidence,status,matched_name,form,filing_url,notes
Fractyl Health (NAS: GUTS),GUTS,0001572616,02-Feb-2024,IPO,"""Burlington, MA""",2010-08-30,SEC filing,HIGH,SEC_MATCH,"FRACTYL HEALTH, INC.",10-K,https://www.sec.gov/Archives/edgar/data/1572616/000119312526121793/guts-20251231.htm,"Extracted from filing text: incorporated in Delaware on August 30, 2010"
Fragbite Group (STO: FRAG),FRAG,,12-Jul-2021,IPO,"""Stockholm, Sweden""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Freemelt (STO: FREEM),FREEM,,07-Jul-2021,IPO,"""Gothenburg, Sweden""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Freshworks (NAS: FRSH),FRSH,0001544522,22-Sep-2021,IPO,"""San Mateo, CA""",,SEC,LOW,MATCH_NO_DATE,Freshworks Inc.,8-K,https://www.sec.gov/Archives/edgar/data/1544522/000154452226000047/frsh-20260302.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-05
FRNT Financial (TSX: FRNT),FRNT,,12-Apr-2022,IPO,"""Toronto, Canada""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
FSport (STO: FSPORT),FSPORT,,30-Sep-2021,IPO,"""Billdal, Sweden""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Fubo (NYS: FUBO),FUBO,0001484769,29-Oct-2025,Merger/Acquisition,"""New York, NY""",,SEC,LOW,MATCH_NO_DATE,FuboTV Inc.,8-K,https://www.sec.gov/Archives/edgar/data/1484769/000149315226015252/form8-k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-04-06
Gain Therapeutics (NAS: GANX),GANX,0001819411,18-Mar-2021,IPO,"""Bethesda, MD""",,SEC,LOW,MATCH_NO_DATE,"Gain Therapeutics, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/1819411/000110465926035188/ganx-20251231x10k.htm,Matched by ticker; no founding/incorporation text extracted from 10-K filed 2026-03-26
Gambling.com Group (NAS: GAMB),GAMB,0001839799,23-Jul-2021,IPO,"""Saint Helier, United Kingdom""",2006-07-26,SEC filing,HIGH,SEC_MATCH,Gambling.com Group Ltd,20-F,https://www.sec.gov/Archives/edgar/data/1839799/000183979926000048/gamb-20251231.htm,"Extracted from filing text: incorporated in the British Virgin Islands as TGG International Holdings Limited on July 26, 2006"
Gelesis Holdings (PINX: GLSHQ),GLSHQ,,13-Jan-2022,Reverse Merger,"""Boston, MA""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Gemini Space Station (NAS: GEMI),GEMI,0002055592,12-Sep-2025,IPO,"""New York, NY""",2025-02-04,SEC filing,HIGH,SEC_MATCH,"Gemini Space Station, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/2055592/000205559226000026/gemi-20251231.htm,"Extracted from filing text: incorporated in the State of Nevada on February 4, 2025"
GeneDx Holding (NAS: WGS),WGS,0001818331,22-Jul-2021,Reverse Merger,"""Stamford, CT""",,SEC,LOW,MATCH_NO_DATE,GeneDx Holdings Corp.,8-K,https://www.sec.gov/Archives/edgar/data/1818331/000181833126000021/wgs-20260227.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-02
Genelux (NAS: GNLX),GNLX,0001231457,26-Jan-2023,IPO,"""Westlake Village, CA""",,SEC,LOW,MATCH_NO_DATE,GENELUX Corp,8-K,https://www.sec.gov/Archives/edgar/data/1231457/000149315226011649/form8-k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-19
Genenta Science (NAS: GNTA),GNTA,0001838716,17-Dec-2021,IPO,"""Milan, Italy""",2014-07,SEC filing,MEDIUM_HIGH,SEC_MATCH,Genenta Science S.p.A.,20-F,https://www.sec.gov/Archives/edgar/data/1838716/000149315226014387/form20-f.htm,Extracted from filing text: incorporated in July 2014
Genetico (MISX: GECO),GECO,,26-Apr-2023,IPO,"""Moscow, Russia""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
