company,ticker,cik,latest_exit_date,deal_type,hq_location,founding_date,source,confidence,status,matched_name,form,filing_url,notes
AN2 Therapeutics (NAS: ANTX),ANTX,0001880438,25-Mar-2022,IPO,"""Menlo Park, CA""",,SEC,LOW,MATCH_NO_DATE,"AN2 Therapeutics, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1880438/000119312526149822/d127053d8k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-04-09
Anebulo Pharmaceuticals (NAS: ANEB),ANEB,0001815974,07-May-2021,IPO,"""Lakeway, TX""",,SEC,LOW,MATCH_NO_DATE,"Anebulo Pharmaceuticals, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1815974/000149315226006428/form8-k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-02-12
Angel Studios (NYS: ANGX),ANGX,0001865200,10-Sep-2025,Reverse Merger,"""Provo, UT""",,SEC,LOW,MATCH_NO_DATE,"Angel Studios, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1865200/000110465926041758/tm2611425d1_8k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-04-10
Apogee Therapeutics (NAS: APGE),APGE,0001974640,13-Jul-2023,IPO,"""Waltham, MA""",,SEC,LOW,MATCH_NO_DATE,"Apogee Therapeutics, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1974640/000110465926034579/tm269761d1_8k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-25
Apollomics (NAS: APLM),APLM,0001944885,26-Mar-2023,Reverse Merger,"""Foster City, CA""",2015-05,SEC filing,MEDIUM,SEC_MATCH,Apollomics Inc.,20-F,https://www.sec.gov/Archives/edgar/data/1944885/000095017025050531/aplm-20241231.htm,Extracted from filing text: founded in May 2015
Appear (Hardware) (OSL: APR),APR,,06-Nov-2025,IPO,"""Oslo, Norway""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Aptamer Group (LON: APTA),APTA,,22-Dec-2021,IPO,"""York, United Kingdom""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Aramis Group (PAR: ARAMI),ARAMI,,17-Jun-2021,IPO,"""Arcueil, France""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Arcellx (NAS: ACLX),ACLX,0001786205,04-Feb-2022,IPO,"""Gaithersburg, MD""",2014-12,SEC filing,MEDIUM_HIGH,SEC_MATCH,"Arcellx, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/1786205/000119312526076876/aclx-20251231.htm,Extracted from filing text: incorporated in Delaware in December 2014
Arctic Fish Holding (OSL: AFISH),AFISH,,29-Dec-2022,Merger/Acquisition,"""Isafjordur, Iceland""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Arecor Therapeutics (LON: AREC),AREC,0001590715,03-Jun-2021,IPO,"""Little Chesterford, United Kingdom""",,SEC,LOW,MATCH_NO_DATE,American Resources Corp,8-K,https://www.sec.gov/Archives/edgar/data/1590715/000165495426002218/arec_8k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-13
Arqit (NAS: ARQQ),ARQQ,0001859690,03-Sep-2021,Reverse Merger,"""London, United Kingdom""",2017,SEC filing,MEDIUM,SEC_MATCH,Arqit Quantum Inc.,20-F,https://www.sec.gov/Archives/edgar/data/1859690/000110465925119500/arqq-20250930x20f.htm,Extracted from filing text: incorporated in England in 2017
ArriVent Biopharma (NAS: AVBP),AVBP,0001868279,26-Jan-2024,IPO,"""Newtown Square, PA""",,SEC,LOW,MATCH_NO_DATE,"ArriVent BioPharma, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1868279/000110465926029588/avbp-20260317x8k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-17
ARS Pharmaceuticals (NAS: SPRY),SPRY,0001671858,08-Nov-2022,Reverse Merger,"""San Diego, CA""",2016-01,SEC filing,MEDIUM_HIGH,SEC_MATCH,"ARS Pharmaceuticals, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/1671858/000119312526097478/spry-20251231.htm,Extracted from filing text: incorporated in Delaware in January 2016
Arteris (NAS: AIP),AIP,0001667011,27-Oct-2021,IPO,"""Campbell, CA""",2004-04-12,SEC filing,HIGH,SEC_MATCH,"Arteris, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/1667011/000162828026007726/aip-20251231.htm,"Extracted from filing text: incorporated in Delaware on April 12, 2004"
