company,ticker,cik,latest_exit_date,deal_type,hq_location,founding_date,source,confidence,status,matched_name,form,filing_url,notes
Nextdoor Holdings (NYS: NXDR),NXDR,0001846069,08-Nov-2021,Reverse Merger,"""San Francisco, CA""",,SEC,LOW,MATCH_NO_DATE,"Nextdoor Holdings, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/1846069/000184606926000023/kind-20251231.htm,Matched by ticker; no founding/incorporation text extracted from 10-K filed 2026-02-18
NextNav (NAS: NN),NN,0001865631,28-Oct-2021,Reverse Merger,"""Reston, VA""",,SEC,LOW,MATCH_NO_DATE,NEXTNAV INC.,10-K,https://www.sec.gov/Archives/edgar/data/1865631/000155485526000328/nn-20251231.htm,Matched by ticker; no founding/incorporation text extracted from 10-K filed 2026-03-17
Nextpower. (NAS: NXT),NXT,0001852131,08-Feb-2023,IPO,"""Fremont, CA""",,SEC,LOW,MATCH_NO_DATE,Nextpower Inc.,8-K,https://www.sec.gov/Archives/edgar/data/1852131/000185213126000003/nxt-20260127.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-01-27
NFL Biosciences (PAR: ALNFL),ALNFL,,05-Jul-2021,IPO,"""Montpellier, France""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Nightingale Health (HEL: HEALTH),NGHLF,0002060863,19-Mar-2021,IPO,"""Helsinki, Finland""",,SEC,LOW,NO_TARGET_FORM,Nightingale Health Plc,,,"Matched by name, but no target form found in recent submissions"
NKGen Biotech (PINX: NKGN),NKGN,,29-Sep-2023,Reverse Merger,"""Santa Ana, CA""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Nord Investments (CSE: NORD),NORD,0001011060,21-May-2021,IPO,"""Copenhagen, Denmark""",,SEC,LOW,MATCH_NO_DATE,Nordicus Partners Corp,8-K,https://www.sec.gov/Archives/edgar/data/1011060/000149315226005074/form8-k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-02-04
Norse Atlantic Airways (OSL: NORSE),NORSE,,12-Apr-2021,IPO,"""Arendal, Norway""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Northcoders Group (LON: CODE),CODE,,27-Jul-2021,IPO,"""Manchester, United Kingdom""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Northstar Clean Technologies (TSX: ROOF),ROOF,,13-Jul-2021,IPO,"""Calgary, Canada""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Notable Labs (PINX: NTBLQ),NTBLQ,,16-Oct-2023,Reverse Merger,"""Foster City, CA""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Nowo (Financial Software) (NGM: NOWO),NOWO,,07-Apr-2021,IPO,"""Stockholm, Sweden""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
NRx Pharmaceuticals (NAS: NRXP),NRXP,0001719406,25-May-2021,Reverse Merger,"""Wilmington, DE""",,SEC,LOW,MATCH_NO_DATE,"NRX Pharmaceuticals, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1719406/000143774926009611/nrxp20260324_8k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-24
Nuburu (ASE: BURU),BURU,0001814215,31-Jan-2023,Reverse Merger,"""Centennial, CO""",2020-07-21,SEC filing,HIGH,SEC_MATCH,"Nuburu, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/1814215/000119312526134922/buru-20251231.htm,"Extracted from filing text: incorporated in Delaware on July 21, 2020"
NuScale Power (NYS: SMR),SMR,0001822966,02-May-2022,Reverse Merger,"""Corvallis, OR""",,SEC,LOW,MATCH_NO_DATE,NUSCALE POWER Corp,8-K,https://www.sec.gov/Archives/edgar/data/1822966/000182296626000038/smr-20260408.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-04-08
