company,ticker,cik,latest_exit_date,deal_type,hq_location,founding_date,source,confidence,status,matched_name,form,filing_url,notes
Banzai International (NAS: BNZI),BNZI,0001826011,14-Dec-2023,Reverse Merger,"""Bainbridge Island, WA""",2015-09,SEC filing,MEDIUM_HIGH,SEC_MATCH,"Banzai International, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/1826011/000119312526134714/bnzi-20251231.htm,Extracted from filing text: incorporated in Delaware in September 2015
Barinthus Biotherapeutics (NAS: BRNS),BRNS,0001828185,30-Apr-2021,IPO,"""Harwell, United Kingdom""",,SEC,LOW,MATCH_NO_DATE,Barinthus Biotherapeutics plc.,8-K,https://www.sec.gov/Archives/edgar/data/1828185/000110465926037698/tm2610673d1_8k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-31
Bawat (STO: BAWAT),BAWAT,,28-Mar-2022,IPO,"""Horsholm, Denmark""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Belite Bio (NAS: BLTE),BLTE,0001889109,29-Apr-2022,IPO,"""San Diego, CA""",,SEC,LOW,MATCH_NO_DATE,"BELITE BIO, INC",20-F,https://www.sec.gov/Archives/edgar/data/1889109/000110465926037374/blte-20251231x20f.htm,Matched by ticker; no founding/incorporation text extracted from 20-F filed 2026-03-31
Bercman Technologies (TAL: BERCM),BERCM,,06-Jul-2021,IPO,"""Tartu, Estonia""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Beta Bionics (NAS: BBNX),BBNX,0001674632,29-Jan-2025,IPO,"""Irvine, CA""",,SEC,LOW,MATCH_NO_DATE,"Beta Bionics, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/1674632/000119312526067065/bbnx-20251231.htm,Matched by ticker; no founding/incorporation text extracted from 10-K filed 2026-02-24
BETA Technologies (NYS: BETA),BETA,0001784570,04-Nov-2025,IPO,"""South Burlington, VT""",,SEC,LOW,MATCH_NO_DATE,"BETA Technologies, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/1784570/000162828026015838/bta-20251231.htm,Matched by ticker; no founding/incorporation text extracted from 10-K filed 2026-03-09
Betolar (HEL: BETOLAR),BETOLAR,,09-Dec-2021,IPO,"""Kannonkoski, Finland""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Better Home & Finance Holding (NAS: BETR),BETR,0001835856,22-Aug-2023,Reverse Merger,"""New York, NY""",,SEC,LOW,MATCH_NO_DATE,Better Home & Finance Holding Co,8-K,https://www.sec.gov/Archives/edgar/data/1835856/000162828026024467/betr-20260408.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-04-09
BFLY Operations (NYS: BFLY),BFLY,0001804176,12-Feb-2021,Reverse Merger,"""Burlington, MA""",2020-02-04,SEC filing,HIGH,SEC_MATCH,"Butterfly Network, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/1804176/000180417626000009/bfly-20251231.htm,"Extracted from filing text: incorporated in Delaware on February 4, 2020"
