company,ticker,cik,latest_exit_date,deal_type,hq_location,founding_date,source,confidence,status,matched_name,form,filing_url,notes
MoveByBike Europe (SAT: MBBAB),MBBAB,,16-Jun-2021,IPO,"""Malmo, Sweden""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
MSP Recovery (PINX: MSPR),MSPR,0001802450,23-May-2022,Reverse Merger,"""Coral Gables, FL""",,SEC,LOW,MATCH_NO_DATE,"MSP Recovery, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1802450/000180245026000008/mspr-20260402.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-04-06
My Beat (SAT: MYBEAT),MYBEAT,,30-May-2022,IPO,"""Stockholm, Sweden""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Myseum (NAS: MYSE),MYSE,0001648960,13-Aug-2021,IPO,"""New Brunswick, NJ""",,SEC,LOW,MATCH_NO_DATE,"Myseum, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1648960/000121390026040492/ea0285270-8k_myseum.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-04-06
Nano Nuclear Energy (NAS: NNE),NNE,0001923891,08-May-2024,IPO,"""New York, NY""",,SEC,LOW,MATCH_NO_DATE,Nano Nuclear Energy Inc.,8-K,https://www.sec.gov/Archives/edgar/data/1923891/000149315226015923/form8-k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-04-09
NanoEcho (STO: NANECH),NANECH,,06-Aug-2024,IPO,"""Lund, Sweden""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Nattaro Labs (SAT: NATTA),NATTA,,10-Dec-2021,IPO,"""Lund, Sweden""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Nauticus Robotics (NAS: KITT),KITT,0001849820,09-Sep-2022,Reverse Merger,"""Webster, TX""",,SEC,LOW,MATCH_NO_DATE,"Nauticus Robotics, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1849820/000184982026000034/kitt-20260327.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-30
Nautilus Biotechnology (NAS: NAUT),NAUT,0001808805,09-Jun-2021,Reverse Merger,"""Seattle, WA""",2016,SEC filing,MEDIUM,SEC_MATCH,"Nautilus Biotechnology, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/1808805/000180880526000011/naut-20251231.htm,Extracted from filing text: incorporated in 2016
Navan (NAS: NAVN),NAVN,0001639723,29-Oct-2025,IPO,"""Palo Alto, CA""",2015-02,SEC filing,MEDIUM_HIGH,SEC_MATCH,"Navan, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/1639723/000162828026023250/navn-20260131.htm,Extracted from filing text: incorporated in the State of Delaware in February 2015
Navitas Semiconductor (NAS: NVTS),NVTS,0001821769,19-Oct-2021,Reverse Merger,"""Torrance, CA""",,SEC,LOW,MATCH_NO_DATE,Navitas Semiconductor Corp,8-K,https://www.sec.gov/Archives/edgar/data/1821769/000110465926029469/tm269070d1_8k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-17
Nepra Foods (CNQ: NPRA),NPRFF,0001859022,20-Sep-2021,IPO,"""Centennial, CO""",,SEC,LOW,NO_TARGET_FORM,Nepra Foods Inc.,,,"Matched by name, but no target form found in recent submissions"
