company,ticker,cik,latest_exit_date,deal_type,hq_location,founding_date,source,confidence,status,matched_name,form,filing_url,notes
Edible Garden (NAS: EDBL),EDBL,0001809750,05-May-2022,IPO,"""Belvidere, NJ""",2020-03-28,SEC filing,HIGH,SEC_MATCH,Edible Garden AG Inc,10-K,https://www.sec.gov/Archives/edgar/data/1809750/000147793226001867/edbl_10k.htm,"Extracted from filing text: incorporated on March 28, 2020"
eEducation Albert (STO: ALBERT),ALBERT,,01-Oct-2021,IPO,"""Gothenburg, Sweden""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Effector Therapeutics (PINX: EFTR),EFTR,,25-Aug-2021,Reverse Merger,"""Solana Beach, CA""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Eikon Therapeutics (NAS: EIKN),EIKN,0001861123,05-Feb-2026,IPO,"""Millbrae, CA""",,SEC,LOW,MATCH_NO_DATE,"Eikon Therapeutics, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1861123/000119312526130449/d244624d8k.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-30
Electriq Power (PINX: ELIQQ),ELIQQ,,31-Jul-2023,Reverse Merger,"""San Leandro, CA""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Elicio Therapeutics (NAS: ELTX),ELTX,0001601485,01-Jun-2023,Reverse Merger,"""Boston, MA""",,SEC,LOW,MATCH_NO_DATE,"Elicio Therapeutics, Inc.",8-K,https://www.sec.gov/Archives/edgar/data/1601485/000160148526000032/angn-20260316.htm,Matched by ticker; no founding/incorporation text extracted from 8-K filed 2026-03-16
EMB Mission Bound (STO: EMB),EMB,,23-Jun-2021,IPO,"""Stockholm, Sweden""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Empery Digital (NAS: EMPD),EMPD,0001829794,06-Oct-2021,IPO,"""Austin, TX""",,SEC,LOW,MATCH_NO_DATE,Empery Digital Inc.,10-K,https://www.sec.gov/Archives/edgar/data/1829794/000168316826002333/empery_i10k-123125.htm,Matched by ticker; no founding/incorporation text extracted from 10-K filed 2026-03-27
Encore Technologies (Holding Companies) (CNQ: ENCR),ENCR,,28-Nov-2025,IPO,"""Vancouver, Canada""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Endurance Motive (MAD: END),END,,08-Jul-2021,IPO,"""Valencia, Spain""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Energy Solar Tech (MAD: ETC),ETC,,09-Jan-2023,IPO,"""Madrid, Spain""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Energy Vault Holdings (NYS: NRGV),NRGV,0001828536,14-Feb-2022,Reverse Merger,"""Westlake Village, CA""",,SEC,LOW,MATCH_NO_DATE,"Energy Vault Holdings, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/1828536/000182853626000022/nrgv-20251231.htm,Matched by ticker; no founding/incorporation text extracted from 10-K filed 2026-03-18
EnergyVision (BRU: ENRGY),ENRGY,,09-Jul-2025,IPO,"""Ghent, Belgium""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Enlitic (ASX: ENL),ENL,,19-Dec-2023,IPO,"""Fort Collins, CO""",,SEC,NONE,NO_SEC_MATCH,,,,No SEC ticker/name match
Enliven Therapeutics (NAS: ELVN),ELVN,0001672619,23-Feb-2023,Reverse Merger,"""Boulder, CO""",2019-06,SEC filing,MEDIUM_HIGH,SEC_MATCH,"Enliven Therapeutics, Inc.",10-K,https://www.sec.gov/Archives/edgar/data/1672619/000119312526088232/elvn-20251231.htm,Extracted from filing text: incorporated in the State of Delaware in June 2019
